,Incident,Location,Reported,Occurred,Comments / Nature of Fire,Disposition,UCPDI#,LON,LAT
6085,Theft,1307 E. 60th St. ,2/22/15 4:38 PM,2/21/15 2:00 PM to 10:30 PM,Secured bicycle taken from bike rack,Open,E00137,-87.5938738,41.78566300000001
6086,Theft,935 E. 56th St. ,2/23/15 3:05 PM,2/20/15 to 2/23/15 5:00 PM to 7:00 AM,"2 space heaters, cash and pastries taken from lab",Open,E00138,-87.6022332,41.7931688
6087,Theft,1010 E. 59th St. ,2/24/15 7:53 AM,2/24/15 7:00 AM to 7:45 AM,Unattended cell phone being recharged in hallway outlet was taken by an unknown person,Open,E00139,-87.60082369999998,41.7879638
6089,Attempt Theft,"1332 E, 56th St.",2/24/15 7:17 PM,2/24/15 7:17 PM,Three suspects attempted to take groceries from bag victim was carrying / Suspects fled as UCPD officers approached / Suspects apprehended by UCPD officers / Victim refused to prosecute / Exceptionally Cleared,Ex. Cleared,E00141,-87.5935887,41.7933958
6092,Theft,1212 E. 59th St. ,2/26/15 10:44 PM,2/26/15 6:30 PM to 10:40 PM,"Unattended, unsecured canvas bag containing text books, medication, and papers taken from table in Pub / Subsequent to follow up investigation the suspect was identified / Property returned / Owner refused to prosecute",Ex. Cleared,E00144,-87.5955798,41.7882112
6099,Theft,1155 E. 57th St. ,3/1/15 11:02 AM,2/28/15 to 3/1/15 5:40 PM to 8:30 AM,Wallet taken from nightstand in 3rd floor room / Wallet found in the room and returned to owner / Unfounded,Unfounded,E00151,-87.5975745,41.791186100000004
6100,Theft,5730 S. Drexel ,3/1/15 8:54 PM,3/1/15 8:20 PM to 8:50 PM,Unattended cell phone and tablet computer taken from room near X-Ray,Open,E00152,-87.6038772,41.790394799999994
6101,Theft,5730 S. Drexel ,3/2/15 10:26 AM,3/2/15 8:55 AM to 9:25 AM,Unattended iPhone left on bench in lobby of ER taken by an unknown person,Open,E00153,-87.6038772,41.790394799999994
6106,Theft,5823 S. Kenwood ,3/3/15 9:51 PM,3/3/15 8:00 PM to 9:00 PM,iPhone taken from book bag left unattended in room 121,Open,E00158,-87.5931488,41.789430700000004
6111,Theft,1116 E. 59th St. ,3/6/15 4:49 PM,3/6/15 3:30 to 4:45 PM,Unattended backpack taken from 3rd floor study area,Open,E00163,-87.59957940000001,41.7879593
6113,Theft,5811 S. Ellis ,3/7/15 1:38 PM,3/7/15 1:15 PM to 1:30 PM,Unattended backpack taken from 3rd floor hallway,Open,E00165,-87.600948,41.7889636
6115,Theft,1009 E. 57th St. ,3/7/15 5:00 PM,2/27/15 to 3/6/15 3:00 AM to 10:30 AM,Prescription medication taken from desk in room,Open,E00167,-87.6005453,41.791078399999996
6116,Theft,1116 E. 59th St. ,3/7/15 5:42 PM,3/7/15 5:40 PM,Unattended bag containing a laptop and a wallet was taken from hallway / UCPD officers located and arrested suspect / Property returned to owner,Arrest,E00168,-87.59957940000001,41.7879593
6121,Theft,5721 S. Maryland,3/10/15 1:36 PM,3/10/15 12:35 PM to 12:40 PM,Cash taken from wallet left unattended in car parked on the street,Open,E00173,-87.6046094,41.7902271
6127,Theft,1025 E. 58th St. ,3/13/15 11:59 AM,3/13/15 10:30 AM to 11:55 AM,2 laptop computers taken from unattended back packs left in unsecured office,Open,E00179,-87.60015200000001,41.789113
6128,Theft,924 E. 57th St. ,3/13/15 12:43 PM,3/9/15 to 3/10/15 4:45 PM to 2:00 PM,"Bag containing laptop computer and 20 Ventra bus cards taken from hallway locker / Bag and laptop recovered, but Ventra cards were missing",Open,E00180,-87.6028077,41.79192099999999
6129,Theft,1452 E. 53rd St. ,3/13/15 4:42 PM,3/13/15 4:40 PM,Keys taken from pocket of coat hanging in coat room,Open,E00181,-87.5896855,41.7997257
6133,Theft,1101 E. 56th St. ,3/16/15 7:15 PM,3/11/15 to 3/16/15 6:00 PM to 7:00 PM,Secured bicycle taken from bike rack,Open,E00185,-87.59982459999998,41.7930128
6135,Theft,5608 S. Stony Island,3/17/15 8:49 AM,3/16/15 10:30 PM,Access point device taken from building,Open,E00187,-87.5868373,41.792869
6136,Theft,5812 S. Ellis ,3/17/15 9:27 AM,3/16/15 to 3/17/15 12:15 PM to 8:00 AM,Unattended laptop computer taken from bag left in unsecured office,Open,E00188,-87.6023235,41.7891449
6138,Theft,900 E. 57th St. ,3/18/15 11:13 AM,3/18/15 9:35 AM to 10:05 AM,Unknown person took laptop computer from desk in unsecured office,Open,E00190,-87.6034081,41.791646899999996
6145,Theft,1531 E. 53rd St.,3/22/15 4:23 PM,3/22/15 4:20 PM,Individual concealed bottle of gin under his coat and left retail establishment without paying / UCPD officer arrested the suspect nearby,Arrest,E00197,-87.58794509999998,41.799285499999996
6148,Theft,5815 S. Maryland ,3/23/15 12:02 PM,3/23/15 11:45 AM,Individual arrested by UCPD after leaving gift shop with several items of merchandise hidden in a purse,Arrest,E00200,-87.6041439,41.78917240000001
6151,Theft,901 E. 58th St. ,3/26/15 3:35 AM,3/26/15 3:15 AM to 3:35 AM,Unknown person removed cell phone from victim's pocket while victim slept in ER waiting room,Open,E00203,-87.6049245,41.78949770000001
6158,Theft,1100 E. 58th St. ,3/30/15 3:45 PM,3/28/15 to 3/30/15 8:00 PM to 1:30 PM,Computer mouse taken from desk drawer in secured 2nd floor office,Open,E00210,-87.59917689999997,41.7901848
6160,Theft,1362 E. 59th St. ,3/30/15 8:27 PM,3/10/15 to 3/12/15 12:20 PM to 12:20 PM,Saxophone taken from unsecured locker in band locker room,Open,E00213,-87.59394040000001,41.78802779999999
6162,Theft,1118 E. 58th St. Eckhart Hall ,3/31/15 6:39 PM,3/31/15 6:31 PM,Suspect took secured bicycle from bike rack by cutting lock / Suspect taken into custody by UCPD officers after a short chase,Arrest,E00215,-87.62979820000001,41.8781136
6163,Theft,5700 S. Maryland ,4/1/15 4:45 PM,3/30/15 2:30 PM to 4:00 PM,Wallet taken from purse / Subsequent unauthorized use of credit card reported / Follow up investigation revealed no crime occurred at the sated location / Unfounded,Unfounded,E00216,-87.60495069999997,41.79106779999999
6171,Theft,6031 S. Ellis ,4/5/15 11:07 AM,4/5/15 3:00 AM to 11:00 AM,Unattended laptop taken from unsecured lounge in residence hall,Open,E00224,-87.60034870000001,41.78502539999999
6173,Theft,1155 E. 60th St. ,4/8/15 4:29 PM,4/7/15 to 4/8/15 1:20 PM to 4:20 PM,"Bicycle, chained to rear parking lot fence, was taken by an unknown person",Open,E00226,-87.5971531,41.7855052
6174,Theft,5815 S. Maryland ,4/9/15 12:34 PM,4/8/15 6:00 PM to 10:45 PM,Wallet taken from pocket of jacket left unattended in unsecured room /  Case Unfounded subsequent to investigation,Unfounded,E00227,-87.6041439,41.78917240000001
6175,Theft,970 E. 58th St. ,4/9/15 12:48 PM,4/9/15 11:30 AM to 12:15 PM,Victim's wallet taken by unknown person / Subsequent unauthorized use of credit card reported,Open,E00228,-87.6014637,41.789747399999996
6182,Assist Other Agency / Theft,1539 E. 53rd St.,10/11/14 3:30 PM,10/11/14 3:30 PM,UCPD officers detained an individual who had taken merchandise from a retail establishment without paying / Turned over to CPD / CPD case HX463832,CPD,D00900,-87.587558,41.799174799999996
6186,Theft,6031 S. Ellis ,4/13/15 3:37 PM,2/13/15 to 4/7/15 2:00 PM to 4:55 PM,Two pieces of mail taken from mailbox in residence hall,Open,E00237,-87.60034870000001,41.78502539999999
6191,Theft,940 E. 57th St. ,4/16/15 11:59 AM,4/16/15 12:01 AM to 11:55 AM,"Unattended, unsecured laptop computer taken from 4th floor lab",Open,E00242,-87.6026488,41.791447100000006
6192,Theft,6045 S. Kenwood,4/16/15 4:39 PM,3/6/15 to 3/9/15 8:30 AM to 12:00 PM,9 rolls of paper towels and 16 boxes of coffee K-cups taken from kitchen cabinet,Open,E00243,-87.592671,41.7847535
6197,Theft,5640 S. University ,4/19/15 3:19 PM,4/18/15 to 4/19/15 1:00 PM to 11:00 AM,Secured bicycle taken from bike rack,Open,E00250,-87.59822439999998,41.7925325
6199,Theft,5840 S. Maryland ,4/19/15 7:22 PM,4/19/15 5:00 PM to 5:45 PM,Victim unintentionally left wallet in parking garage office / Unknown suspect claimed wallet / Unauthorized use of credit card reported,Open,E00252,-87.60499859999999,41.7888793
6208,Theft,5608 S. Stony Island,4/23/15 9:17 AM,4/23/15 12:10 AM,"Wireless access point taken from building / Subsequent to follow up investigation, UCPD Investigators identified suspect and took him into custody",Arrest,E00261,-87.5868373,41.792869
6209,Theft,970 E. 58th St. ,4/23/15 1:32 PM,4/23/15 1:25 PM,Subject took merchandise from the café and left without paying,Open,E00262,-87.6014637,41.789747399999996
6210,Theft,1050 E. 59th St. ,4/23/15 2:58 PM,4/22/15 10:00 PM,Unknown individual took wireless access point from room 130,Open,E00263,-87.6006031,41.788697000000006
6211,Theft,1100 E. 57th St. ,4/23/15 4:42 PM,4/23/15 8:00 AM to 11:00 AM,Victim fell asleep in chair in study area / Unknown person took iPhone from armrest of chair,Open,E00264,-87.6001136,41.7922076
6213,Theft,5747 S. Ellis ,4/24/15 3:13 PM,4/24/15 2:15 PM to 2:40 PM,Unattended laptop taken from desk in 2nd floor lab / Uncertain if door was secured,Open,E00265,-87.60097390000001,41.7900022
6219,Theft,5550 S. University ,4/28/15 9:23 PM,4/28/15 1:30 PM to 3:15 PM,Cash taken from wallet left in unsecured locker in men's varsity locker room,Open,E00272,-87.598936,41.793561100000005
6221,Theft,924 E. 57th St. ,4/30/15 12:56 PM,4/28/15 to 4/29/15 7:30 PM to 8:15 AM,Timer taken from secured office,Open,E00274,-87.6028077,41.79192099999999
6224,Theft,5800 S. Stony Island ,5/1/15 11:11 AM,4/1/14 to 5/1/15 12:01 AM to 9:00 AM,Hydrofarm florescent light system taken from basement storage area,Open,E00277,-87.58707419999998,41.78928870000001
6230,Theft,1010 E. 59th St. ,5/5/15 8:56 AM,5/5/15 8:40 AM to 8:55 AM,Unattended laptop computer placed on a chair while being charged was taken from room 21 by an unknown person,Open,E00283,-87.60082369999998,41.7879638
6231,Theft,970 E. 58th St. ,5/5/15 3:10 PM,5/5/15 8:15 AM to 8:20 AM,Wallet and iPod left unattended  and unsecured on desk in office taken by an unknown person / Subsequent unauthorized use of credit card reported,Open,E00284,-87.6014637,41.789747399999996
6237,Theft,5700 S. Maryland ,5/8/15 11:14 PM,5/8/15 6:00 AM to 7:40 PM,Currency taken from person's unsecured luggage,Open,E00291,-87.60495069999997,41.79106779999999
6245,Theft,1116 E. 59th St. ,5/10/15 2:38 PM,5/10/15 2:20 PM to 2:30 PM,"Unattended, unsecured iPhone taken from desktop in 4th floor lobby",Open,E00298,-87.59957940000001,41.7879593
6246,Theft,1126 E. 59th St. ,5/11/15 8:34 AM,5/8/15 9:00 AM to 5:00 PM,Unsecured box containing coins taken from under desk in room 103,Open,E00299,-87.6000808,41.7883749
6250,Theft,5848 S. University ,5/13/15 1:38 PM,5/12/15 11:00 AM to 12:00 PM,Unattended Nikon camera taken from unsecured room 117,Open,E00303,-87.598282,41.788401
6251,Theft,5815 S. Maryland ,5/13/15 3:58 PM,5/13/15 3:20 PM to 3:30 PM,"Unattended, unsecured book bag taken from public waiting area",Open,E00304,-87.6041439,41.78917240000001
6261,Theft,5730 S. Ellis ,5/16/15 8:50 PM,5/15/15 to 5/16/15 6:00 PM to 8:40 PM,Secured bicycle taken from bike rack,Open,E00313,-87.60255599999998,41.790225
6263,Information / Theft,Blackstone & 53rd,5/17/15 1:00 PM,5/17/15 12:55 PM,Unknown person took victim's purse from a personal shopping cart while walking on the sidewalk off campus /  CPD case HY264022,CPD,,-87.59045079999999,41.7995027
6265,Theft,5757 S. University ,5/18/15 12:43 PM,5/12/15 4:00 PM to 5:00 PM,"Unattended, unsecured back pack taken from 2nd floor lounge",Open,E00316,-87.59733829999998,41.7899222
6270,Theft,5800 S. Greenwood ,5/19/15 7:22 AM,5/15/15 to 5/17/15 6:00 AM to 10:00 AM,Landscape acorn shaped finial taken by unknown person(s) / Suspects identified through follow up investigation / Prosecution declined / Referred,Ex. Cleared / Referred,E00321,-87.5997452,41.793986700000005
6277,Theft,5530 S. Ellis ,5/22/15 2:24 PM,5/15/15 to 5/22/15 3:15 PM to 12:00 PM,Portable speaker taken from secured locker in locker room,Open,E00325,-87.60162840000001,41.794474
6286,Theft,1101 E. 56th St. ,5/25/15 2:29 PM,5/24/15 to 5/25/15 5:15 PM to 2:00 PM,Secured bicycle taken from bike rack,Open,E00332,-87.59982459999998,41.7930128
6289,Theft,5758 S. Maryland ,5/26/15 11:29 AM,5/26/15 10:55 AM to 11:05 AM,Unattended purse left in washroom was taken by an unknown person,Open,E00335,-87.60554789999998,41.7901233
6295,Theft,5815 S. Maryland ,5/28/15 2:58 PM,5/28/15 1:30 PM to 3:00 PM,"Unattended, unsecured cell phone and iPad taken from patient's room / Cleared by arrest - refer to E00363 6/6/15",Arrest,E00339,-87.6041439,41.78917240000001
6297,Theft from Person,5758 S. Maryland ,5/29/15 1:45 PM,5/29/15 1:00 PM,Unknown suspect picked wallet from pocket of victim in 2nd floor hallway,Open,E00341,-87.60554789999998,41.7901233
6299,Theft,1115 E. 58th St. ,6/1/15 12:18 PM,5/31/15 to 6/1/15 8:00 PM to 12:00 PM,Bicycle secured to bike rack taken by unknown person,Open,E00344,-87.59867740000001,41.789004
6310,Theft,929 E. 57th St. ,6/3/15 3:54 PM,6/3/15 10:40 AM to 10:42 AM,Unknown person took laptop computer from unattended back pack left under desk in unsecured office,Open,E00353,-87.60270899999998,41.7908878
6314,Theft,5815 S. Maryland ,6/5/15 9:42 AM,6/5/15 8:20 AM to 9:20 AM,"Unattended, unsecured cell phone taken from patient's room",Open,E00358,-87.6041439,41.78917240000001
6315,Theft,5815 S. Maryland ,6/5/15 10:00 AM,6/5/15 8:45 AM to 9:05 AM,"Unattended, unsecured cell phone taken from patient's room / Cleared by arrest -  refer to E00363 6/6/15",Arrest,E00359,-87.6041439,41.78917240000001
6316,Theft,5815 S. Maryland ,6/5/15 1:34 PM,6/4/15 to 6/5/15 9:00 PM to 9:00 AM,Unsecured wallet taken from drawer in patient's room / cleared by arrest - refer to E00363 6/6/15,Arrest,E00360,-87.6041439,41.78917240000001
6319,Theft,5815 S. Maryland ,6/6/15 2:16 PM,6/6/15 1:30 PM to 2:40 PM,"Unattended laptop computer taken from bag in patient's room / Public Safety officers located and detained suspect and recovered laptop / Suspect turned over to and arrested by UCPD / Suspect also had in his possession property taken from previous thefts - E00339. E00359, and E00360 / Suspect charged with four counts of theft",Arrest,E00363,-87.6041439,41.78917240000001
6321,Theft,929 E. 57th St. ,6/7/15 11:13 PM,6/7/15 8:10 PM to 11:00 PM,Bicycle taken from the rear of the Gordon Center,Open,E00365,-87.60270899999998,41.7908878
6322,Theft,1005 E. 60th St. ,6/8/15 11:16 AM,5/28/15 to 6/8/15  10:00 AM to 11:00 AM,Secured bicycle taken from bike rack,Open,E00366,-87.60017669999998,41.785430600000005
6323,Theft,5700 S. Maryland ,6/8/15 11:37 AM,6/8/15 9:00 AM to 11:00 AM,"Unattended, unsecured cell phone taken from patient's room",Open,E00367,-87.60495069999997,41.79106779999999
6324,Theft from Person,1131 E. 57th St. ,6/8/15 2:26 PM,6/8/15 12:00 PM,Unknown suspect took wallet from victim's pocket while passing through courtyard doorway in Mandel Hall,Open,E00368,-87.5982604,41.791237
6325,Theft,5730 S. Ellis ,6/9/15 11:44 AM,6/5/15 to 6/6/15 1:00 PM to 9:00 PM,Unknown person took secured bicycle from bike rack,Open,E00369,-87.60255599999998,41.790225
6326,Information / Theft from Person,Woodlawn & 52nd St.,6/9/15 1:00 PM,6/9/15 1:00 PM,Unknown suspect snatched purse from victim walking on the sidewalk off campus / Victim reported no injuries / CPD case HY293969,CPD,,-87.59668020000001,41.800894299999996
6327,Theft,900 E. 57th St. ,6/10/15 7:26 AM,6/9/15 12:00 PM to 1:00 PM,"Wallet taken from unattended, unsecured book bag in 9th floor work cubicle / Subsequent unauthorized use of credit card reported",Open,E00370,-87.6034081,41.791646899999996
6329,Theft,Ellis between 54th & 55th,6/10/15 11:25 AM,6/9/15 11:30 AM to1:00 PM,Two UC owned moving carts taken from court way of off campus private apartment building,Open,E00372,-87.60130105065737,41.79646450000364
6330,Theft,1100 E. 57th St. ,6/10/15 1:14 PM,6/6/15 to 6/8/15 10:00 PM to 3:00 PM,Secured bicycle taken from bike rack,Open,E00373,-87.6001136,41.7922076
6332,Theft,5815 S. Greenwood ,6/11/15 2:19 PM,6/10/15 to 6/11/15 5:00 PM to 11:00 AM,"Metal ""Archway"" taken by unknown person(s) / Item later recovered / On-going investigation",Open,E00376,-87.5997452,41.793986700000005
6337,Theft,961 E. 58th St. ,6/13/15 11:14 PM,6/13/15 9:00 AM to 11:00 PM,Secured bicycle taken from bike rack,Open,E00380,-87.6024807,41.7895218
6341,Theft,924 E. 57th St. ,6/15/15 11:32 AM,6/15/15 11:00 AM to 11:10 AM,Unattended iPhone taken from meeting room / Phone found and returned to owner,Unfounded,E00384,-87.6028077,41.79192099999999
6342,Theft,5835 S. Kimbark ,6/15/15 4:46 PM,6/15/15 1:00 PM to 1:15 PM,Secured bicycle taken from bike rack,Open,E00385,-87.5939568,41.7885389
6345,Theft,5700 S. Maryland ,6/16/15 8:03 PM,6/16/15 5:00 PM,Unknown person took wallet from unattended purse in café / Subsequent unauthorized use of credit card reported,Open,E00388,-87.60495069999997,41.79106779999999
6347,Theft,1100 E. 57th St. ,6/17/15 10:23 AM,6/17/15 10:10 AM to 10:15 AM,Unknown person cut cable securing unattended laptop to chair and took computer from 2nd floor,Open,E00390,-87.6001136,41.7922076
6352,Theft,5815 S. Maryland ,6/18/15 10:34 AM,6/17/15 to 6/18/15 11:00 PM to 9:00 AM,Unsecured iPhone taken from patient's room,Open,E00395,-87.6041439,41.78917240000001
6357,Theft,6027 S. Ingleside ,6/19/15 8:44 PM,6/19/15 1:40 PM to 8:30 PM,Laptop and currency taken from bedroom during move out,Open,E00400,-87.6027783,41.785498600000004
6364,Theft,5758 S. Maryland ,6/23/15 12:16 PM,6/23/15 9:00 AM to 11:00 AM,Cash taken from unsecured console in vehicle left  in custody of valet service,Open,E00407,-87.60554789999998,41.7901233
6375,Theft,5815 S. Maryland ,6/29/15 8:43 AM,6/29/15 8:15 AM,Individual took items of merchandise from the gift shop without paying / Detained by UCM Public Safety and arrested by UCPD,Arrest,E00415,-87.6041439,41.78917240000001
6376,Theft,1362 E. 59th St. ,6/29/15 11:38 AM,6/26/15 to 6/29/15 3:00 PM to 8:20 AM,Secured bicycle taken from bike rack,Open,E00416,-87.59394040000001,41.78802779999999
6381,Theft,5700 S. Drexel,7/1/15 2:06 PM,7/1/15 9:00 AM to 1:30 PM,Cell phone left unattended and unsecured taken from vehicle left in custody of valet service,Open,E00419,-87.60374670000002,41.7913583
6385,Theft,950 E. 59th St. ,7/2/15 9:57 AM,6/25/15 to 7/1/15 11:00 AM to 3:10 PM,Physician's prescription pad taken from office by unknown person,Open,E00422,-87.60279190000001,41.7878573
